"name","x0","x1"
"beta","0.911580796388888","1.81370025708365"
"gamma","0.851235519938001","0.99999"
"rho","0.988271298398119","0.999878071326341"
"psi","0.444990384628632","0.707931777751206"
"p","1e-05","0.537384530100751"
"q","1.0705312438526","6"
