"beta","gamma","rho","psi","p","q","pop","S_0","E_0","I_0","R_0","sigma","intervention","spring0","spring1","summer0","loglik","loglik.se"
1.332685815067,0.896805289712975,0.780846834408244,0.54975563852188,0.927620044452638,2.7689537813699,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-232.306058994249,2.39402961695591
0.991807220062902,0.551431699743053,0.992984961562933,0.698189572921861,0.073400635072758,2.93890241956963,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-232.958614436413,0.307460646568718
1.40818351411961,0.780984910053351,0.543518346706901,0.743442931605231,0.0252467229368429,3.23133102205698,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-233.858138193568,0.549726668286786
1.21212264765072,0.631528358780994,0.620290676308908,0.637708792819413,0.150365254588977,3.14754217829557,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-235.480451487162,0.415030959799141
0.802106501898989,0.407949387415105,0.690048011954367,0.67168102308877,0.185649147243193,7.04370211870017,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-236.751812937289,0.671592534689097
1.4386863684475,0.976254379939231,0.792582311172583,0.711929461093143,0.993602929390656,1.86797566602341,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-236.832896666113,0.356726888442332
0.71710108254639,0.41539539124732,0.852067354752839,0.734163342994395,0.466064728800106,3.30953046635,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-237.978289886347,0.438528801889794
1.15647029827367,0.885345062409418,0.724850596866716,0.617986323413894,0.870937503800248,1.16973908840477,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-238.907882056633,0.618961188039222
1.07099319450828,0.495138244028182,0.966145853961969,0.392523612308433,0.193645433501386,4.65142441772334,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-239.294838093247,1.44676572168722
0.627685238273237,0.408463736065795,0.715229730299973,0.618442444990694,0.63560999132984,1.85335257718863,8480,0.998820754716981,0.000943396226415094,0.000235849056603774,0,0.059,61,26,34,100,-239.314050323872,2.75278986970193
