"name","x0","x1"
"beta","0.882115583441228","2.14852589720935"
"gamma","0.701101485351556","0.99999"
"rho","0.833885886960553","0.99999"
"psi","0.323881306272419","0.734362372838353"
"p","1e-05","0.99999"
"q","1.17241379310345","5.89309807937974"
