"beta","gamma","rho","psi","p","pop","S_0","E_0","I_0","R_0","sigma","spring0","spring1","summer0","loglik","loglik.se"
1.32207031873681,0.955598646198599,0.963364297896992,0.566071155952427,0.108414501561116,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-233.805450489179,1.27520626381633
1.06592416669831,0.910572840550682,0.996934487957327,0.556852640863239,0.311721296313341,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-234.334534088999,0.679567068697632
0.984891982123107,0.922732060437337,0.892743629758051,0.50628576164848,0.398843411975355,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-234.533996776062,1.84423658677866
0.950579202372867,0.877745504401734,0.93796794484621,0.548953257740261,0.377375423412389,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.009985400801,0.924737268963402
1.00169733921391,0.964619846224054,0.941398600740513,0.623035070917216,0.268146429167007,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.034335922421,0.281673199868891
0.952802503103308,0.80289168265972,0.9222426395471,0.53561333365355,0.0760029726345625,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.10230369649,0.939438870748194
0.95909464559927,0.910292921415375,0.957638853294924,0.590376585957577,0.550036365973133,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.133073542846,0.360235405971398
0.883487346445262,0.787986754000141,0.963931190954667,0.639433373784053,0.0523048922687014,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.418958402704,0.788458568106388
0.920311700596591,0.802642264302454,0.954873517158738,0.660164194101634,0.40196796929996,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.500175132432,0.312295765197211
0.90473608918858,0.859964570690544,0.971420305762993,0.630910192107071,0.0641461719019354,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.560403189011,0.307828203578881
0.994548542207714,0.864390511226101,0.921082008768803,0.53609035412663,0.214944564463192,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.572134274191,0.719407706664467
0.952305586462761,0.802500476189946,0.979833691262177,0.614439640335856,0.699390955486128,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.61316043899,0.556577488394101
0.932998104439393,0.91305856176312,0.993984375808138,0.636147775420321,0.794440540423913,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.69629702902,0.632394510415407
1.03272915940632,0.874120734929927,0.917681579255925,0.581000036417888,0.402958969374191,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.896496139634,0.374817920659579
0.816334542005554,0.697539641685907,0.998251282449767,0.493001294014319,0.480305500544647,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.905410323857,0.818534068694521
0.927968951615354,0.812274109172871,0.979683626134902,0.600791990161933,0.415384724347626,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.970598776386,0.27773137581932
0.904214520134761,0.732705107849916,0.986310769596179,0.42337585403189,0.0700006771878947,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.973389188909,0.766513397216631
0.848715982191158,0.76259072373453,0.894626627617389,0.527771435221206,0.570611822178403,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-235.996087717281,1.64245757535539
1.08859088495362,0.933357350166098,0.910137093912925,0.522658011027742,0.285305733763442,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.035354916042,0.355224183851588
0.982873327983072,0.965845259304053,0.943726818408873,0.49250133875778,0.882158345198366,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.231536873667,0.203869882798521
1.05256663288129,0.994088800536042,0.935361470854752,0.51326156989228,0.932391694146219,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.244831644122,0.449272849663945
1.06696942030229,0.972724133954664,0.928796131598878,0.636690654913364,0.950943066449071,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.269041520698,0.609250915089004
0.806374121117192,0.790404948463183,0.910052522642025,0.584666352697608,0.137129294737953,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.475751886894,0.519122819436531
1.17798892903753,0.977829420011976,0.899578269924762,0.744507601708521,0.14900448639228,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.679679364482,0.389483744019574
0.978664872411596,0.889109279983119,0.930027925406746,0.421579348434474,0.539891467798555,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.692897801619,0.481955694167124
0.982017753660523,0.852537087033672,0.961574340253958,0.69202993287813,0.226873418255669,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.783338600731,0.24106752197744
0.753642512967005,0.697461175277738,0.999696519343563,0.648614889528813,0.769011483210746,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.897102614684,0.329579094176763
0.985257171304481,0.921593867572357,0.903410087859963,0.321508029319161,0.129836924576024,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.9250447326,0.782113424199861
1.01998467824106,0.883826010775055,0.800106815846184,0.616820435722318,0.154221635656911,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.95506169517,0.471873514444527
0.967553523274374,0.94220896889003,0.958214538246868,0.528202744555465,0.639245554457342,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-236.978813885576,0.19374221129567
1.04098506646369,0.859355450793076,0.894256969483741,0.667378459615766,0.252189078067026,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.094377436383,0.223404669558846
1.05300611743922,0.858124482183897,0.765111978553665,0.597405624328514,0.106439822337523,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.109933017696,1.50827762651133
0.963433269029927,0.928595537594129,0.856258838115942,0.696659690813287,0.47255741461487,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.146782773516,0.23590303610609
0.881736636992692,0.901901428365551,0.936818562275305,0.569490659709677,0.99850490202604,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.148587767137,0.229297650876285
1.14868886981961,0.933879069618728,0.877583847023676,0.674411013971442,0.453754762663269,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.1736844837,0.52950864406116
1.17231634935319,0.876516721516853,0.914891276707698,0.57079819114394,0.285056713210643,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.222706271955,0.817533928611601
0.988264611370914,0.854199797289896,0.945901794158241,0.78557278019763,0.196203326346591,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.303032041728,0.245672224995844
0.896407644554239,0.779345328982383,0.924096526728509,0.67991246912584,0.635342552687306,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.312351767584,0.627388464433349
1.09655424038698,0.849103290633133,0.916989955304481,0.796441240419557,0.0551201776954543,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.336745718302,0.35178863313364
0.822404896986043,0.731592261958879,0.845910165690568,0.63265382443536,0.0190916227113053,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.380691069457,0.485628958274701
0.893547876354174,0.878932650820411,0.94349836336948,0.696893146794109,0.304934285498651,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.472114566814,0.404879901825937
1.00643964161143,0.905254109056246,0.828242820382767,0.606137553311673,0.272362867758127,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.512845626094,0.369309681048527
0.784122086748269,0.751583921160049,0.927635633528788,0.633236737974774,0.599921124199043,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.531298663956,0.234034802146978
0.879044641843585,0.775352660514605,0.980076982493417,0.709366243829118,0.787170307779821,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.692861503096,0.518362010209306
0.905304076302445,0.832492153217677,0.875765752051211,0.542781160439067,0.539886548630014,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.749083470969,0.266362039392622
1.09066900746174,0.853421766319486,0.959735984576197,0.574704735093439,0.65392021569125,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.78360063748,0.256914883706832
0.957664648416888,0.958901311926816,0.973006189953788,0.782894646152116,0.539535729336571,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.818696805798,0.277076946527411
0.919890147525429,0.820704949193474,0.783689366172516,0.679112581338593,0.157439048116481,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.845444388814,0.375900952252362
1.18926343031235,0.932466211219875,0.798486836624784,0.285737911948625,0.0618922554144566,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.872197190612,0.662529354488595
0.882964055688509,0.816538576245578,0.802692774576733,0.693342354705659,0.622284160117938,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-237.909236100047,0.302154968681649
1.04650367177302,0.844020565833641,0.928664499762183,0.524020125622839,0.437455030195234,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-238.057090571785,0.488041678233157
0.994882818973352,0.730607607635775,0.87925389558968,0.560084218636724,0.0410332619385613,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-238.081540633391,0.394812973584633
0.796925545889786,0.666540584486672,0.941125192828543,0.554442234988126,0.673469879833532,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-238.101606791241,1.00241754069391
0.862603902258428,0.709665764539027,0.851113090054725,0.607136320685769,0.568024813415244,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,26,34,100,-238.286402931998,0.383020989415667
