"beta","gamma","rho","psi","pop","S_0","E_0","I_0","R_0","sigma","loglik","loglik.se"
0.952090826608645,0.872421101248232,0.909536916195961,0.674388289196703,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-240.423899996255,1.11166749755943
1.15841287218903,0.965494493234751,0.825806613335596,0.929610075619307,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-242.000786847119,2.42759318001006
0.779322373509276,0.706069314581224,0.638361078069501,1.08792001085187,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-243.910521036167,0.705185518927455
0.681126288860996,0.615014271918589,0.73245874269444,1.11406817806884,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-245.256536451028,0.63648666474643
0.77737007645908,0.686193035341729,0.585341241396705,0.657319488906983,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-246.810639004996,1.67697909341536
0.663234030852659,0.655104453016237,0.631473021854579,1.0749814859848,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-246.855933401237,0.728692031528804
0.445263433136424,0.431828691333698,0.800603569975124,0.927291832347904,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-247.065239172779,3.01031507263836
0.897787723969533,0.789759137536272,0.516906517932306,1.2304467885246,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-247.397008322787,0.731069091026126
0.703681897733325,0.544920034247082,0.97931609077541,0.389000930795393,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-247.919107597798,1.19274986904549
1.04832919258334,0.902741314588101,0.616562836824713,0.493967825351878,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-247.975086828324,1.14091577507587
0.84039657273837,0.733911606333287,0.537400994215166,1.27484161197035,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-248.880185464892,0.277194139583303
0.707878700351221,0.621586155919714,0.530954807739425,1.43946566439927,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-250.16116039116,0.531709351374452
0.425406629074177,0.42151973809168,0.947350334463043,1.22913360428474,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-250.563188984798,2.63537991194061
0.902713650275035,0.739345994167643,0.369370938720048,1.51818671330857,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-251.455332786029,1.25657758245929
1.17597532736159,0.895870160184658,0.251321753800911,2.23685908920287,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-253.321430880942,0.879520014659714
0.664844564180535,0.560112837716655,0.487680073392285,1.04363012511536,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-253.491199499736,0.90872396995014
0.549928937138722,0.369962172685006,0.758884248048532,1.60038811846224,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-255.872876140488,1.82013176504427
0.4310584360003,0.416940231196692,0.551182628058025,1.46775044273286,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-257.807359801506,10.085873673411
0.349964057403984,0.361454917432096,0.711634151990254,1.66141534139255,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-257.821696339118,1.43530585932094
0.743519901805336,0.80708088182634,0.407478764939424,0.831987146678096,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-258.000708606883,0.805804519457604
0.549504587980776,0.52394976452574,0.390896024124488,1.61826800335539,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-259.820223677533,1.29431256595116
0.44936171933987,0.508495358151701,0.63301464036713,0.901309129449214,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-260.583302656873,5.30087525325254
0.34150843255904,0.362428470448747,0.583806467401245,1.48804177676067,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-260.914704986807,4.40037228579548
0.58410370670749,0.785908585648122,0.674471013273974,0.974394977103363,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-261.121968695567,2.13891047017117
0.681323361839059,0.619096028757634,0.197204432091008,2.96791258521622,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-261.471131886591,3.09306309799826
0.433309039816553,0.551742556239211,0.535254961840194,1.22449068095764,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-262.710918696801,8.98454988137177
0.562476711140566,0.616680444068356,0.430154226466622,1.47890539247132,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-267.968031279834,3.85094528476263
0.479669424581465,0.395573193876054,0.727072723884793,0.25962892962693,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-269.289508609844,0.747577959168971
0.986680789583927,0.801008275313065,0.186636168664031,1.2103622120676,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-269.390172569549,1.25095690201577
0.895076948510781,0.612328926581019,0.2733549187767,0.692062432915493,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-273.012813368821,4.35564325230754
0.87927991467532,0.647115306776426,0.128597770206843,2.58198029584179,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-282.427502565063,0.672049521087673
0.71509636903409,0.589802573951934,0.14252711790025,2.58636498186213,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-287.410285079778,6.36091095707484
1.13946837272462,0.886011660995248,0.149851834594418,1.46453319240877,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-287.783085370508,0.827133334807217
0.681865199950315,0.890985398912343,0.647082224906811,0.509237663829553,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-288.904278190381,10.1937117470963
0.409881569011121,0.540433583781745,0.995731161383014,0.409568732157826,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-291.397355567589,644.402784623631
2.48106441532318,0.263475382445024,0.0476702642752123,0.962514274737336,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-375.741551842584,3.91454862038885
0.890952538084697,0.790093713774614,0.0579837566176241,3.4480452302704,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-380.341237098072,15.3748323546155
2.76251342219228,0.171737019861044,0.0464687612109071,0.989542653847942,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-391.614603695774,2.77328830538806
3.09483772957168,0.987475801619537,0.0193524224894585,0.444548751534224,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-394.672228847317,20.6148901270116
2.22569692754407,0.43653444526413,0.0197377374737072,1.94971409573341,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-396.868052074068,0.877584313001723
2.06725182618839,0.34746298203627,0.0362647408289596,0.747980560795581,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-402.6057900305,4.06522537852784
2.2715245767984,0.151921334456407,0.0407050899813759,0.850965628913068,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-404.761383102111,1.26731956377952
3.22393207791904,0.00197149946547348,0.0781783669464511,1.22984396256325,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-420.688213101713,7.32711384619359
1.52622986691266,0.0495216061017279,0.0682567891355362,1.42453236922474,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-451.452357492367,5.33398705670653
1.08089266719929,0.802691608287606,0.064302592132935,1.21394713209442,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-489.97406684257,41.0467412069585
0.420761914141357,0.291732378744333,0.0598558913180516,1.40556097659813,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-971.90717421805,5.17261344147062
0.372528252293335,0.717056272142923,0.777314565936537,0.0598394202829928,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-2337.031608313,135.538929907031
0.21556409631368,0.370918472854631,0.142579914207322,0.191503925801241,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-2747.25550182145,11.5986160269324
0.0696850333561316,0.0733588068081561,0.0795469127176768,0.271210454985086,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-2837.93887463101,105.292775668755
0.00290541010889078,0.591773192427874,0.473633078350521,3.07669743452659,10600,0.999056603773585,0.000754716981132075,0.000188679245283019,0,0.059,-2854.8441309652,0.454710216797754
